"Season","Game_ID","Game_Date","Team","Location","Wins_Entering_Gm","Losses_Entering_Gm","Team_Minutes","Final_Score","Lead_Changes","Ties","Largest_Lead","Full_Timeouts","Short_Timeouts","Qtr_4_Score","L2M_Score","Weekday"
"2016-17",21600474,2016-12-27,"HOU","A",23,9,240,123,1,1,29,3,0,98,120,2
"2016-17",21600475,2016-12-27,"LAL","H",12,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2016-17",21600475,2016-12-27,"UTA","A",18,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2016-17",21600476,2016-12-28,"IND","A",15,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2016-17",21600476,2016-12-28,"WAS","H",14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2016-17",21600477,2016-12-28,"ORL","H",15,18,240,101,2,4,2,5,2,68,90,3
"2016-17",21600477,2016-12-28,"CHA","A",17,14,240,120,3,1,33,4,1,97,116,3
"2016-17",21600478,2016-12-28,"ATL","H",15,16,265,102,8,5,6,6,3,65,83,3
"2016-17",21600478,2016-12-28,"NYK","A",16,14,265,98,8,6,8,5,2,66,83,3
"2016-17",21600479,2016-12-28,"MIL","A",14,15,240,119,6,0,26,4,0,90,115,3
"2016-17",21600479,2016-12-28,"DET","H",15,18,240,94,6,4,3,5,2,75,91,3
"2016-17",21600480,2016-12-28,"CHI","H",15,16,240,101,5,9,3,5,1,76,93,3
"2016-17",21600480,2016-12-28,"BKN","A",8,22,240,99,4,5,9,5,0,78,97,3
"2016-17",21600481,2016-12-28,"NOP","H",12,21,240,102,4,2,10,5,3,76,99,3
"2016-17",21600481,2016-12-28,"LAC","A",22,11,240,98,4,3,9,6,2,77,93,3
"2016-17",21600482,2016-12-28,"PHX","A",9,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2016-17",21600482,2016-12-28,"SAS","H",25,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2016-17",21600483,2016-12-28,"DEN","H",13,18,240,105,5,4,11,5,2,81,103,3
"2016-17",21600483,2016-12-28,"MIN","A",10,21,240,103,4,6,13,5,1,73,97,3
"2016-17",21600484,2016-12-28,"POR","H",13,20,240,102,4,1,20,5,1,75,98,3
"2016-17",21600484,2016-12-28,"SAC","A",14,17,240,89,3,2,2,5,0,63,84,3
"2016-17",21600485,2016-12-28,"GSW","H",27,5,240,121,0,0,25,6,1,104,116,3
"2016-17",21600485,2016-12-28,"TOR","A",22,8,240,111,0,0,0,4,3,87,109,3
"2016-17",21600486,2016-12-29,"MIA","A",10,22,240,82,7,3,7,5,2,66,82,4
"2016-17",21600486,2016-12-29,"CHA","H",18,14,240,91,8,7,9,4,1,73,86,4
"2016-17",21600487,2016-12-29,"OKC","A",20,12,240,80,1,1,1,4,1,61,74,4
"2016-17",21600487,2016-12-29,"MEM","H",20,14,240,114,1,1,37,4,1,78,105,4
"2016-17",21600488,2016-12-29,"BOS","A",19,13,240,118,3,1,6,5,2,83,112,4
"2016-17",21600488,2016-12-29,"CLE","H",23,7,240,124,4,2,20,5,1,101,113,4
"2016-17",21600489,2016-12-29,"PHI","A",7,23,240,83,8,1,5,4,2,74,81,4
"2016-17",21600489,2016-12-29,"UTA","H",19,13,240,100,8,5,17,4,1,70,95,4
"2016-17",21600490,2016-12-29,"PHX","H",9,23,240,99,6,3,14,5,0,76,93,4
"2016-17",21600490,2016-12-29,"TOR","A",22,9,240,91,6,6,2,5,0,62,85,4
"2016-17",21600491,2016-12-29,"DAL","A",9,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2016-17",21600491,2016-12-29,"LAL","H",12,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2016-17",21600492,2016-12-30,"CHI","A",16,16,240,101,0,2,0,5,2,73,99,5
"2016-17",21600492,2016-12-30,"IND","H",15,18,240,111,0,0,14,4,0,84,104,5
"2016-17",21600493,2016-12-30,"BKN","A",8,23,240,95,0,2,5,4,1,77,93,5
"2016-17",21600493,2016-12-30,"WAS","H",15,16,240,118,1,1,23,4,1,91,115,5
"2016-17",21600494,2016-12-30,"BOS","H",19,14,240,117,9,2,8,4,2,82,104,5
"2016-17",21600494,2016-12-30,"MIA","A",10,23,240,114,9,10,7,6,1,78,104,5
"2016-17",21600495,2016-12-30,"NOP","H",13,21,240,104,1,0,16,4,1,79,99,5
"2016-17",21600495,2016-12-30,"NYK","A",16,15,240,92,1,3,3,4,0,69,90,5
"2016-17",21600496,2016-12-30,"HOU","H",24,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2016-17",21600496,2016-12-30,"LAC","A",22,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2016-17",21600497,2016-12-30,"MIL","A",15,15,240,99,0,2,0,4,0,71,94,5
"2016-17",21600497,2016-12-30,"MIN","H",10,22,240,116,0,0,19,4,1,85,112,5
"2016-17",21600498,2016-12-30,"ATL","H",16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2016-17",21600498,2016-12-30,"DET","A",15,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2016-17",21600499,2016-12-30,"POR","A",14,20,240,94,2,3,13,5,1,73,89,5
"2016-17",21600499,2016-12-30,"SAS","H",26,6,240,110,2,1,20,4,0,80,104,5
"2016-17",21600500,2016-12-30,"DEN","H",14,18,240,122,8,12,3,5,2,87,111,5
"2016-17",21600500,2016-12-30,"PHI","A",7,24,240,124,9,3,10,5,1,91,114,5
"2016-17",21600501,2016-12-30,"DAL","A",10,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2016-17",21600501,2016-12-30,"GSW","H",28,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2016-17",21600502,2016-12-31,"SAC","H",14,18,240,98,3,2,5,4,0,67,93,6
"2016-17",21600502,2016-12-31,"MEM","A",21,14,240,112,4,4,22,5,1,82,109,6
"2016-17",21600503,2016-12-31,"CHI","H",16,17,240,96,3,4,10,4,1,76,92,6
"2016-17",21600503,2016-12-31,"MIL","A",15,16,240,116,4,6,20,4,0,80,107,6
"2016-17",21600504,2016-12-31,"HOU","H",25,9,240,129,1,0,19,5,0,99,121,6
"2016-17",21600504,2016-12-31,"NYK","A",16,16,240,122,0,0,11,5,1,92,113,6
"2016-17",21600505,2016-12-31,"CLE","A",24,7,240,121,3,1,19,4,1,99,119,6
"2016-17",21600505,2016-12-31,"CHA","H",19,14,240,109,2,4,2,6,0,82,104,6
"2016-17",21600506,2016-12-31,"PHX","A",10,23,240,86,10,6,3,5,2,71,84,6
"2016-17",21600506,2016-12-31,"UTA","H",20,13,240,91,10,2,9,5,2,76,87,6
"2016-17",21600507,2016-12-31,"LAC","A",22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2016-17",21600507,2016-12-31,"OKC","H",20,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2016-17",21600508,2017-01-01,"ATL","H",17,16,265,114,5,11,9,5,2,69,93,7
"2016-17",21600508,2017-01-01,"SAS","A",27,6,265,112,4,4,10,7,2,74,98,7
"2016-17",21600509,2017-01-01,"MIA","H",10,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2016-17",21600509,2017-01-01,"DET","A",15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2016-17",21600510,2017-01-01,"ORL","A",15,19,240,104,1,1,4,4,2,73,100,7
"2016-17",21600510,2017-01-01,"IND","H",16,18,240,117,1,0,20,4,1,89,113,7
"2016-17",21600511,2017-01-01,"MIN","H",11,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2016-17",21600511,2017-01-01,"POR","A",14,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2016-17",21600512,2017-01-01,"LAL","H",12,24,240,114,4,4,12,5,1,83,106,7
"2016-17",21600512,2017-01-01,"TOR","A",22,10,240,123,4,4,19,4,1,85,116,7
"2016-17",21600513,2017-01-02,"MIL","H",16,16,240,98,4,3,7,4,1,79,94,1
"2016-17",21600513,2017-01-02,"OKC","A",21,13,240,94,3,5,15,5,3,72,92,1
"2016-17",21600514,2017-01-02,"CLE","H",25,7,240,90,8,7,8,5,0,67,88,1
"2016-17",21600514,2017-01-02,"NOP","A",14,21,240,82,7,0,10,5,0,69,82,1
"2016-17",21600515,2017-01-02,"BKN","H",8,24,240,89,5,3,9,5,0,70,87,1
"2016-17",21600515,2017-01-02,"UTA","A",21,13,240,101,6,4,13,5,0,70,95,1
"2016-17",21600516,2017-01-02,"NYK","H",16,17,240,103,3,2,1,4,1,80,96,1
"2016-17",21600516,2017-01-02,"ORL","A",15,20,240,115,3,0,18,4,1,92,111,1
"2016-17",21600517,2017-01-02,"CHI","H",16,18,240,118,6,4,7,4,2,82,105,1
"2016-17",21600517,2017-01-02,"CHA","A",19,15,240,111,6,7,8,5,3,85,104,1
"2016-17",21600518,2017-01-02,"HOU","H",26,9,240,101,1,1,10,4,1,78,94,1
"2016-17",21600518,2017-01-02,"WAS","A",16,16,240,91,0,1,15,5,0,70,86,1
"2016-17",21600519,2017-01-02,"LAC","H",22,14,240,109,0,0,19,6,1,89,104,1
"2016-17",21600519,2017-01-02,"PHX","A",10,24,240,98,0,5,0,5,1,76,93,1
"2016-17",21600520,2017-01-02,"DEN","A",14,19,240,119,5,4,5,6,1,85,113,1
"2016-17",21600520,2017-01-02,"GSW","H",29,5,240,127,6,3,15,3,2,94,121,1
"2016-17",21600521,2017-01-03,"MIN","A",11,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2016-17",21600521,2017-01-03,"PHI","H",8,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2016-17",21600522,2017-01-03,"BOS","H",20,14,240,115,2,1,17,4,0,85,111,2
"2016-17",21600522,2017-01-03,"UTA","A",22,13,240,104,2,3,1,5,0,74,99,2
"2016-17",21600523,2017-01-03,"IND","A",17,18,240,121,3,5,15,5,1,92,117,2
"2016-17",21600523,2017-01-03,"DET","H",16,20,240,116,2,2,3,5,2,92,104,2
"2016-17",21600524,2017-01-03,"DAL","H",10,24,240,113,7,3,11,3,1,87,110,2
"2016-17",21600524,2017-01-03,"WAS","A",16,17,240,105,7,7,9,6,0,88,105,2
"2016-17",21600525,2017-01-03,"SAS","H",27,7,240,110,1,1,34,4,0,88,106,2
"2016-17",21600525,2017-01-03,"TOR","A",23,10,240,82,0,0,2,4,1,58,80,2
"2016-17",21600526,2017-01-03,"DEN","H",14,20,240,113,5,1,6,4,2,88,108,2
"2016-17",21600526,2017-01-03,"SAC","A",14,19,240,120,5,4,16,4,0,94,116,2
"2016-17",21600527,2017-01-03,"MIA","A",10,25,240,90,1,1,9,5,1,66,84,2
"2016-17",21600527,2017-01-03,"PHX","H",10,25,240,99,2,2,19,4,1,83,94,2
"2016-17",21600528,2017-01-03,"LAL","H",12,25,240,116,6,0,19,3,0,91,109,2
"2016-17",21600528,2017-01-03,"MEM","A",22,14,240,102,6,2,4,5,1,77,96,2
"2016-17",21600529,2017-01-04,"OKC","A",21,14,240,112,3,4,5,5,2,88,104,3
"2016-17",21600529,2017-01-04,"CHA","H",19,16,240,123,4,5,11,3,2,87,112,3
"2016-17",21600530,2017-01-04,"ATL","A",18,16,240,111,1,0,20,4,1,78,106,3
"2016-17",21600530,2017-01-04,"ORL","H",16,20,240,92,1,3,5,5,2,65,89,3
"2016-17",21600531,2017-01-04,"MIL","A",17,16,240,105,7,0,4,6,0,73,101,3
"2016-17",21600531,2017-01-04,"NYK","H",16,18,240,104,6,11,16,4,1,87,104,3
"2016-17",21600532,2017-01-04,"CLE","H",26,7,240,94,1,1,13,5,0,74,92,3
"2016-17",21600532,2017-01-04,"CHI","A",17,18,240,106,2,1,17,4,0,83,102,3
"2016-17",21600533,2017-01-04,"LAC","H",23,14,240,115,5,1,10,5,2,89,102,3
"2016-17",21600533,2017-01-04,"MEM","A",22,15,240,106,5,6,13,6,2,85,98,3
"2016-17",21600534,2017-01-04,"GSW","H",30,5,240,125,3,3,13,4,3,99,123,3
"2016-17",21600534,2017-01-04,"POR","A",15,21,240,117,3,2,8,6,1,92,110,3
"2016-17",21600535,2017-01-04,"MIA","A",10,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2016-17",21600535,2017-01-04,"SAC","H",15,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2016-17",21600536,2017-01-05,"BKN","A",8,25,240,109,2,3,2,4,1,84,106,4
"2016-17",21600536,2017-01-05,"IND","H",18,18,240,121,2,1,22,4,1,97,119,4
"2016-17",21600537,2017-01-05,"TOR","H",23,11,240,101,1,7,8,5,1,71,94,4
"2016-17",21600537,2017-01-05,"UTA","A",22,14,240,93,0,0,11,6,1,73,93,4
"2016-17",21600538,2017-01-05,"DET","H",16,21,240,115,0,0,19,5,2,85,108,4
"2016-17",21600538,2017-01-05,"CHA","A",20,16,240,114,0,2,0,5,3,70,101,4
"2016-17",21600539,2017-01-05,"ATL","A",19,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2016-17",21600539,2017-01-05,"NOP","H",14,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2016-17",21600540,2017-01-05,"HOU","H",27,9,240,118,2,4,18,5,2,97,114,4
"2016-17",21600540,2017-01-05,"OKC","A",21,15,240,116,1,1,14,5,2,83,113,4
"2016-17",21600541,2017-01-05,"DAL","H",11,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2016-17",21600541,2017-01-05,"PHX","A",11,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2016-17",21600542,2017-01-05,"LAL","A",13,25,240,109,7,3,14,5,1,84,104,4
"2016-17",21600542,2017-01-05,"POR","H",15,22,240,118,7,3,9,5,1,84,109,4
"2016-17",21600543,2017-01-05,"DEN","H",14,21,240,99,4,2,6,5,1,77,96,4
"2016-17",21600543,2017-01-05,"SAS","A",28,7,240,127,4,5,31,5,0,90,120,4
"2016-17",21600544,2017-01-06,"MIN","A",11,24,240,105,5,8,5,6,1,85,101,5
"2016-17",21600544,2017-01-06,"WAS","H",16,18,240,112,5,2,14,3,1,80,103,5
"2016-17",21600545,2017-01-06,"HOU","A",28,9,240,100,7,5,8,3,0,79,99,5
"2016-17",21600545,2017-01-06,"ORL","H",16,21,240,93,7,4,10,6,1,75,93,5
"2016-17",21600546,2017-01-06,"BOS","H",21,14,240,110,4,6,6,5,2,78,103,5
"2016-17",21600546,2017-01-06,"PHI","A",9,24,240,106,3,5,14,5,3,80,99,5
"2016-17",21600547,2017-01-06,"CLE","A",26,8,240,116,5,2,24,5,0,86,109,5
"2016-17",21600547,2017-01-06,"BKN","H",8,26,240,108,4,2,4,5,2,68,101,5
"2016-17",21600548,2017-01-06,"MIL","H",18,16,240,111,3,2,18,5,1,96,111,5
"2016-17",21600548,2017-01-06,"NYK","A",16,19,240,116,3,3,9,4,0,83,108,5
"2016-17",21600549,2017-01-06,"LAL","H",13,26,240,127,3,2,27,3,1,90,122,5
"2016-17",21600549,2017-01-06,"MIA","A",11,26,240,100,3,2,1,5,1,79,98,5
"2016-17",21600550,2017-01-06,"GSW","H",31,5,265,119,0,0,24,8,1,98,108,5
"2016-17",21600550,2017-01-06,"MEM","A",22,16,265,128,1,4,9,5,2,79,107,5
"2016-17",21600551,2017-01-06,"LAC","A",24,14,240,106,1,1,14,4,2,75,99,5
"2016-17",21600551,2017-01-06,"SAC","H",15,20,240,98,0,1,14,5,1,73,93,5
"2016-17",21600552,2017-01-07,"NYK","A",17,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2016-17",21600552,2017-01-07,"IND","H",19,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2016-17",21600553,2017-01-07,"BOS","H",22,14,240,117,1,2,20,4,0,93,115,6
"2016-17",21600553,2017-01-07,"NOP","A",14,23,240,108,0,0,10,4,3,73,104,6
"2016-17",21600554,2017-01-07,"CHI","H",18,18,265,123,8,4,5,5,2,74,104,6
"2016-17",21600554,2017-01-07,"TOR","A",24,11,265,118,8,8,19,8,1,86,101,6
"2016-17",21600555,2017-01-07,"DEN","A",14,22,240,106,3,7,6,4,1,80,104,6
"2016-17",21600555,2017-01-07,"OKC","H",21,16,240,121,4,3,18,4,0,88,119,6
"2016-17",21600556,2017-01-07,"MIN","H",11,25,240,92,6,6,13,5,3,80,92,6
"2016-17",21600556,2017-01-07,"UTA","A",22,15,240,94,6,6,5,5,0,69,87,6
"2016-17",21600557,2017-01-07,"ATL","A",20,16,240,97,3,3,15,3,2,66,92,6
"2016-17",21600557,2017-01-07,"DAL","H",11,25,240,82,2,3,8,6,2,59,79,6
"2016-17",21600558,2017-01-07,"SAS","H",29,7,240,102,10,9,22,4,2,73,102,6
"2016-17",21600558,2017-01-07,"CHA","A",20,17,240,85,10,4,5,4,1,64,80,6
"2016-17",21600559,2017-01-08,"POR","H",16,22,290,124,7,8,10,7,4,87,100,7
"2016-17",21600559,2017-01-08,"DET","A",17,21,290,125,7,3,8,9,1,80,104,7
"2016-17",21600560,2017-01-08,"BKN","H",8,27,240,95,2,2,11,5,0,73,87,7
"2016-17",21600560,2017-01-08,"PHI","A",9,25,240,105,3,2,14,5,2,78,98,7
"2016-17",21600561,2017-01-08,"LAC","H",25,14,240,98,2,2,24,4,0,80,98,7
"2016-17",21600561,2017-01-08,"MIA","A",11,27,240,86,1,1,3,4,1,66,82,7
"2016-17",21600562,2017-01-08,"MIL","H",18,17,240,101,6,0,12,5,1,78,97,7
"2016-17",21600562,2017-01-08,"WAS","A",17,18,240,107,6,3,9,5,1,82,102,7
"2016-17",21600563,2017-01-08,"HOU","A",29,9,240,129,5,4,12,4,2,95,122,7
"2016-17",21600563,2017-01-08,"TOR","H",24,12,240,122,4,2,13,5,2,99,114,7
"2016-17",21600564,2017-01-08,"UTA","A",23,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2016-17",21600564,2017-01-08,"MEM","H",23,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2016-17",21600565,2017-01-08,"CLE","A",27,8,240,120,5,3,22,5,1,93,115,7
"2016-17",21600565,2017-01-08,"PHX","H",12,25,240,116,4,2,5,5,2,90,109,7
"2016-17",21600566,2017-01-08,"GSW","A",31,6,240,117,1,2,17,4,1,90,109,7
"2016-17",21600566,2017-01-08,"SAC","H",15,21,240,106,0,0,16,4,1,80,95,7
"2016-17",21600567,2017-01-08,"LAL","H",14,26,240,111,1,3,18,5,1,81,105,7
"2016-17",21600567,2017-01-08,"ORL","A",16,22,240,95,0,2,2,4,3,69,93,7
"2016-17",21600568,2017-01-09,"NOP","A",14,24,240,110,6,1,29,4,0,91,108,1
"2016-17",21600568,2017-01-09,"NYK","H",17,20,240,96,5,0,7,4,1,66,91,1
"2016-17",21600569,2017-01-09,"CHI","H",19,18,240,94,0,2,2,4,2,67,92,1
"2016-17",21600569,2017-01-09,"OKC","A",22,16,240,109,1,1,25,4,0,89,105,1
"2016-17",21600570,2017-01-09,"DAL","A",11,26,240,92,0,0,2,6,2,70,83,1
"2016-17",21600570,2017-01-09,"MIN","H",11,26,240,101,1,0,21,4,0,77,97,1
"2016-17",21600571,2017-01-10,"CHI","A",19,19,240,99,4,4,18,5,3,77,95,2
"2016-17",21600571,2017-01-10,"WAS","H",18,18,240,101,4,1,7,6,2,81,95,2
"2016-17",21600572,2017-01-10,"BOS","A",23,14,240,106,5,2,16,5,2,84,104,2
"2016-17",21600572,2017-01-10,"TOR","H",24,13,240,114,5,5,8,4,3,80,106,2
"2016-17",21600573,2017-01-10,"ATL","A",21,16,240,117,0,0,27,4,0,86,113,2
"2016-17",21600573,2017-01-10,"BKN","H",8,28,240,97,0,0,0,5,2,70,86,2
"2016-17",21600574,2017-01-10,"HOU","H",30,9,240,121,2,0,23,4,1,96,113,2
"2016-17",21600574,2017-01-10,"CHA","A",20,18,240,114,2,0,1,5,2,79,111,2
"2016-17",21600575,2017-01-10,"MIL","A",18,18,240,109,4,5,4,5,2,83,105,2
"2016-17",21600575,2017-01-10,"SAS","H",30,7,240,107,3,0,13,6,1,89,101,2
"2016-17",21600576,2017-01-10,"CLE","A",28,8,240,92,3,1,6,4,1,66,90,2
"2016-17",21600576,2017-01-10,"UTA","H",23,16,240,100,4,3,16,4,1,75,99,2
"2016-17",21600577,2017-01-10,"LAL","H",15,26,240,87,6,2,8,4,2,69,83,2
"2016-17",21600577,2017-01-10,"POR","A",16,23,240,108,6,2,23,4,1,78,103,2
"2016-17",21600578,2017-01-10,"GSW","H",32,6,240,107,2,4,17,4,1,79,98,2
"2016-17",21600578,2017-01-10,"MIA","A",11,28,240,95,2,1,10,5,2,68,89,2
"2016-17",21600579,2017-01-10,"SAC","H",15,22,240,100,3,4,6,4,0,68,92,2
"2016-17",21600579,2017-01-10,"DET","A",18,21,240,94,3,3,18,6,1,77,92,2
"2016-17",21600580,2017-01-11,"NYK","A",17,21,240,97,7,2,17,5,1,75,93,3
"2016-17",21600580,2017-01-11,"PHI","H",10,25,240,98,7,5,6,4,3,71,86,3
"2016-17",21600581,2017-01-11,"OKC","H",23,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2016-17",21600581,2017-01-11,"MEM","A",24,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2016-17",21600582,2017-01-11,"HOU","A",31,9,240,105,4,2,3,4,0,77,102,3
"2016-17",21600582,2017-01-11,"MIN","H",12,26,240,119,4,3,21,4,1,89,117,3
"2016-17",21600583,2017-01-11,"BOS","H",23,15,240,117,6,6,12,4,1,83,111,3
"2016-17",21600583,2017-01-11,"WAS","A",19,18,240,108,6,1,10,6,0,85,99,3
"2016-17",21600584,2017-01-11,"LAC","H",26,14,240,105,6,2,9,5,0,73,98,3
"2016-17",21600584,2017-01-11,"ORL","A",16,23,240,96,6,2,7,5,3,75,92,3
"2016-17",21600585,2017-01-11,"CLE","A",28,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2016-17",21600585,2017-01-11,"POR","H",17,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2016-17",21600586,2017-01-12,"NOP","A",15,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2016-17",21600586,2017-01-12,"BKN","H",8,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2016-17",21600587,2017-01-12,"CHI","A",19,20,240,89,3,4,3,5,1,65,87,4
"2016-17",21600587,2017-01-12,"NYK","H",17,22,240,104,3,1,15,4,1,76,96,4
"2016-17",21600588,2017-01-12,"LAL","A",15,27,240,94,0,1,0,4,2,75,90,4
"2016-17",21600588,2017-01-12,"SAS","H",30,8,240,134,0,0,42,4,0,106,130,4
"2016-17",21600589,2017-01-12,"DEN","H",14,23,240,140,1,0,34,4,1,106,132,4
"2016-17",21600589,2017-01-12,"IND","A",20,18,240,112,1,0,1,4,2,76,102,4
"2016-17",21600590,2017-01-12,"GSW","H",33,6,240,127,11,4,26,4,0,101,124,4
"2016-17",21600590,2017-01-12,"DET","A",18,22,240,107,10,7,3,5,2,77,102,4
"2016-17",21600591,2017-01-12,"DAL","A",11,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2016-17",21600591,2017-01-12,"PHX","H",12,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2016-17",21600592,2017-01-13,"BKN","A",8,30,240,113,8,7,6,4,2,89,108,5
"2016-17",21600592,2017-01-13,"TOR","H",25,13,240,132,8,4,22,4,0,90,127,5
"2016-17",21600593,2017-01-13,"PHI","H",11,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2016-17",21600593,2017-01-13,"CHA","A",20,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2016-17",21600594,2017-01-13,"MIA","A",11,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2016-17",21600594,2017-01-13,"MIL","H",19,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2016-17",21600595,2017-01-13,"HOU","H",31,10,240,105,2,3,16,6,1,85,101,5
"2016-17",21600595,2017-01-13,"MEM","A",24,17,240,110,2,2,7,4,3,83,105,5
"2016-17",21600596,2017-01-13,"MIN","H",13,26,240,96,2,5,14,3,0,74,92,5
"2016-17",21600596,2017-01-13,"OKC","A",24,16,240,86,2,4,6,6,1,68,81,5
"2016-17",21600597,2017-01-13,"ATL","H",22,16,240,101,1,2,4,5,3,65,92,5
"2016-17",21600597,2017-01-13,"BOS","A",24,15,240,103,2,1,20,4,0,78,94,5
"2016-17",21600598,2017-01-13,"ORL","A",16,24,240,115,3,4,17,5,3,82,103,5
"2016-17",21600598,2017-01-13,"POR","H",18,23,240,109,3,1,5,5,3,78,100,5
"2016-17",21600599,2017-01-13,"CLE","A",28,10,240,120,1,0,24,4,0,84,114,5
"2016-17",21600599,2017-01-13,"SAC","H",16,22,240,108,0,1,3,5,1,74,104,5
"2016-17",21600600,2017-01-13,"UTA","H",24,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2016-17",21600600,2017-01-13,"DET","A",18,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2016-17",21600601,2017-01-14,"LAC","H",27,14,240,113,0,0,22,4,0,84,110,6
"2016-17",21600601,2017-01-14,"LAL","A",15,28,240,97,0,1,0,4,1,68,93,6
"2016-17",21600602,2017-01-14,"NOP","A",16,24,240,99,1,0,2,5,2,71,93,6
"2016-17",21600602,2017-01-14,"CHI","H",19,21,240,107,2,1,15,4,0,77,102,6
"2016-17",21600603,2017-01-14,"PHI","A",12,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2016-17",21600603,2017-01-14,"WAS","H",19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2016-17",21600604,2017-01-14,"ORL","A",17,24,240,107,2,6,15,5,3,83,102,6
"2016-17",21600604,2017-01-14,"UTA","H",25,16,240,114,3,8,9,5,1,84,106,6
"2016-17",21600605,2017-01-14,"PHX","H",12,27,240,108,5,4,8,5,1,80,100,6
"2016-17",21600605,2017-01-14,"SAS","A",31,8,240,105,4,6,11,4,3,85,100,6
"2016-17",21600606,2017-01-15,"NYK","A",18,22,240,101,1,5,3,5,2,62,95,7
"2016-17",21600606,2017-01-15,"TOR","H",26,13,240,116,2,2,38,4,1,96,112,7
"2016-17",21600607,2017-01-15,"ATL","H",22,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2016-17",21600607,2017-01-15,"MIL","A",20,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2016-17",21600608,2017-01-15,"DAL","H",12,27,240,98,1,6,17,4,1,79,98,7
"2016-17",21600608,2017-01-15,"MIN","A",14,26,240,87,0,0,6,4,0,70,83,7
"2016-17",21600609,2017-01-15,"HOU","A",31,11,240,137,3,0,31,4,0,104,134,7
"2016-17",21600609,2017-01-15,"BKN","H",8,31,240,112,3,2,2,4,1,90,106,7
"2016-17",21600610,2017-01-15,"SAC","H",16,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2016-17",21600610,2017-01-15,"OKC","A",24,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2016-17",21600611,2017-01-15,"CHI","A",20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2016-17",21600611,2017-01-15,"MEM","H",25,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2016-17",21600612,2017-01-15,"LAL","H",15,29,240,97,6,5,14,5,3,72,94,7
"2016-17",21600612,2017-01-15,"DET","A",18,24,240,102,7,2,5,4,1,75,96,7
"2016-17",21600613,2017-01-16,"ATL","A",23,17,240,108,11,9,8,5,0,88,103,1
"2016-17",21600613,2017-01-16,"NYK","H",18,23,240,107,10,5,6,5,2,83,103,1
